mtbschnitt_id,Bevoelkerungszahl
     906,0.00000
     907,0.00000
     908,0.00000
     909,0.00000
     910,0.00000
     911,0.00000
     912,0.00000
     913,0.00000
     914,0.00000
     915,0.00000
     916,2358.00
     917,0.00000
     918,0.00000
     919,0.00000
     920,0.00000
     921,0.00000
     922,0.00000
     923,0.00000
     924,0.00000
     925,0.00000
     926,0.00000
     927,0.00000
     928,0.00000
     929,0.00000
     930,0.00000
     931,0.00000
     932,0.00000
     933,0.00000
     934,0.00000
     935,0.00000
     936,0.00000
     937,0.00000
     938,0.00000
     939,0.00000
     940,0.00000
     941,0.00000
     942,0.00000
     943,0.00000
     944,0.00000
     945,0.00000
     946,0.00000
     947,0.00000
     948,0.00000
     949,0.00000
     950,0.00000
     951,0.00000
     952,0.00000
     953,0.00000
     954,0.00000
     955,0.00000
     956,0.00000
     957,0.00000
     958,0.00000
    1000,0.00000
    1001,0.00000
    1002,0.00000
    1003,0.00000
    1004,0.00000
    1005,0.00000
    1006,0.00000
    1007,0.00000
    1008,0.00000
    1009,0.00000
    1010,0.00000
    1011,0.00000
    1012,0.00000
    1013,0.00000
    1014,0.00000
    1015,8898.00
    1016,5290.00
    1017,0.00000
    1018,515.000
    1019,59.0000
    1020,0.00000
    1021,0.00000
    1022,0.00000
    1023,0.00000
    1024,0.00000
    1025,0.00000
    1026,0.00000
    1027,0.00000
    1028,0.00000
    1029,0.00000
    1030,0.00000
    1031,0.00000
    1032,0.00000
    1033,0.00000
    1034,0.00000
    1035,0.00000
    1036,0.00000
    1037,0.00000
    1038,0.00000
    1039,0.00000
    1040,0.00000
    1041,0.00000
    1042,0.00000
    1043,0.00000
    1044,0.00000
    1045,0.00000
    1046,0.00000
    1047,0.00000
    1048,0.00000
    1049,0.00000
    1050,0.00000
    1051,0.00000
    1052,0.00000
    1053,0.00000
    1054,0.00000
    1055,0.00000
    1056,0.00000
    1057,0.00000
    1058,0.00000
    1100,0.00000
    1101,0.00000
    1102,0.00000
    1103,0.00000
    1104,0.00000
    1105,0.00000
    1106,0.00000
    1107,0.00000
    1108,0.00000
    1109,0.00000
    1110,0.00000
    1111,0.00000
    1112,0.00000
    1113,0.00000
    1114,0.00000
    1115,307.000
    1116,1940.00
    1117,367.000
    1118,4475.00
    1119,5710.00
    1120,2407.00
    1121,1782.00
    1122,20534.0
    1123,11870.0
    1124,329.000
    1125,0.00000
    1126,0.00000
    1127,0.00000
    1128,0.00000
    1129,0.00000
    1130,0.00000
    1131,0.00000
    1132,0.00000
    1133,0.00000
    1134,0.00000
    1135,0.00000
    1136,0.00000
    1137,0.00000
    1138,0.00000
    1139,0.00000
    1140,0.00000
    1141,0.00000
    1142,0.00000
    1143,0.00000
    1144,0.00000
    1145,0.00000
    1146,0.00000
    1147,0.00000
    1148,0.00000
    1149,0.00000
    1150,0.00000
    1151,0.00000
    1152,0.00000
    1153,0.00000
    1154,0.00000
    1155,0.00000
    1156,0.00000
    1157,0.00000
    1158,0.00000
    1200,0.00000
    1201,0.00000
    1202,0.00000
    1203,0.00000
    1204,0.00000
    1205,0.00000
    1206,0.00000
    1207,0.00000
    1208,0.00000
    1209,0.00000
    1210,0.00000
    1211,0.00000
    1212,0.00000
    1213,0.00000
    1214,0.00000
    1215,348.000
    1216,798.000
    1217,1804.00
    1218,7512.00
    1219,18117.0
    1220,5057.00
    1221,9308.00
    1222,99345.0
    1223,10997.0
    1224,11271.0
    1225,5905.00
    1226,27.0000
    1227,0.00000
    1228,0.00000
    1229,0.00000
    1230,0.00000
    1231,0.00000
    1232,0.00000
    1233,0.00000
    1234,0.00000
    1235,0.00000
    1236,0.00000
    1237,0.00000
    1238,0.00000
    1239,0.00000
    1240,0.00000
    1241,0.00000
    1242,0.00000
    1243,0.00000
    1244,0.00000
    1245,0.00000
    1246,0.00000
    1247,0.00000
    1248,0.00000
    1249,0.00000
    1250,0.00000
    1251,0.00000
    1252,0.00000
    1253,0.00000
    1254,0.00000
    1255,0.00000
    1256,0.00000
    1257,0.00000
    1258,0.00000
    1300,0.00000
    1301,0.00000
    1302,0.00000
    1303,0.00000
    1304,0.00000
    1305,0.00000
    1306,0.00000
    1307,0.00000
    1308,0.00000
    1309,0.00000
    1310,0.00000
    1311,0.00000
    1312,0.00000
    1313,0.00000
    1314,0.00000
    1315,16.0000
    1316,3286.00
    1317,5664.00
    1318,623.000
    1319,11766.0
    1320,6120.00
    1321,4741.00
    1322,16627.0
    1323,10470.0
    1324,8318.00
    1325,17089.0
    1326,1199.00
    1327,0.00000
    1328,0.00000
    1329,0.00000
    1330,0.00000
    1331,0.00000
    1332,0.00000
    1333,0.00000
    1334,0.00000
    1335,0.00000
    1336,0.00000
    1337,0.00000
    1338,0.00000
    1339,0.00000
    1340,0.00000
    1341,0.00000
    1342,0.00000
    1343,0.00000
    1344,0.00000
    1345,3224.00
    1346,934.000
    1347,0.00000
    1348,0.00000
    1349,0.00000
    1350,0.00000
    1351,0.00000
    1352,0.00000
    1353,0.00000
    1354,0.00000
    1355,0.00000
    1356,0.00000
    1357,0.00000
    1358,0.00000
    1400,0.00000
    1401,0.00000
    1402,0.00000
    1403,0.00000
    1404,0.00000
    1405,0.00000
    1406,0.00000
    1407,0.00000
    1408,0.00000
    1409,0.00000
    1410,0.00000
    1411,0.00000
    1412,0.00000
    1413,0.00000
    1414,0.00000
    1415,0.00000
    1416,0.00000
    1417,717.000
    1418,746.000
    1419,2429.00
    1420,7248.00
    1421,9077.00
    1422,12138.0
    1423,38359.0
    1424,7009.00
    1425,6792.00
    1426,1642.00
    1427,0.00000
    1428,0.00000
    1429,0.00000
    1430,0.00000
    1431,0.00000
    1432,82.0000
    1433,24.0000
    1434,0.00000
    1435,0.00000
    1436,0.00000
    1437,0.00000
    1438,0.00000
    1439,0.00000
    1440,0.00000
    1441,0.00000
    1442,0.00000
    1443,0.00000
    1444,943.000
    1445,1686.00
    1446,469.000
    1447,16864.0
    1448,1531.00
    1449,0.00000
    1450,0.00000
    1451,0.00000
    1452,0.00000
    1453,0.00000
    1454,0.00000
    1455,0.00000
    1456,0.00000
    1457,0.00000
    1458,0.00000
    1500,0.00000
    1501,0.00000
    1502,0.00000
    1503,0.00000
    1504,0.00000
    1505,0.00000
    1506,0.00000
    1507,0.00000
    1508,0.00000
    1509,0.00000
    1510,0.00000
    1511,0.00000
    1512,0.00000
    1513,0.00000
    1514,0.00000
    1515,0.00000
    1516,0.00000
    1517,24.0000
    1518,147.000
    1519,3042.00
    1520,27824.0
    1521,5716.00
    1522,4921.00
    1523,23086.0
    1524,16837.0
    1525,24136.0
    1526,14337.0
    1527,9887.00
    1528,2227.00
    1529,0.00000
    1530,0.00000
    1531,0.00000
    1532,4561.00
    1533,10844.0
    1534,0.00000
    1535,0.00000
    1536,0.00000
    1537,0.00000
    1538,0.00000
    1539,0.00000
    1540,0.00000
    1541,2271.00
    1542,719.000
    1543,144.000
    1544,469.000
    1545,2718.00
    1546,19834.0
    1547,5594.00
    1548,0.00000
    1549,0.00000
    1550,0.00000
    1551,0.00000
    1552,0.00000
    1553,0.00000
    1554,0.00000
    1555,0.00000
    1556,0.00000
    1557,0.00000
    1558,0.00000
    1600,0.00000
    1601,0.00000
    1602,0.00000
    1603,0.00000
    1604,0.00000
    1605,0.00000
    1606,0.00000
    1607,0.00000
    1608,0.00000
    1609,0.00000
    1610,0.00000
    1611,0.00000
    1612,0.00000
    1613,0.00000
    1614,0.00000
    1615,0.00000
    1616,0.00000
    1617,2783.00
    1618,3870.00
    1619,7317.00
    1620,8513.00
    1621,6521.00
    1622,3234.00
    1623,16142.0
    1624,25979.0
    1625,11045.0
    1626,178504.
    1627,75149.0
    1628,10507.0
    1629,3940.00
    1630,662.000
    1631,13249.0
    1632,6168.00
    1633,3.00000
    1634,0.00000
    1635,0.00000
    1636,0.00000
    1637,0.00000
    1638,0.00000
    1639,0.00000
    1640,2682.00
    1641,4371.00
    1642,13209.0
    1643,5866.00
    1644,67339.0
    1645,4862.00
    1646,6535.00
    1647,3772.00
    1648,6216.00
    1649,0.00000
    1650,0.00000
    1651,0.00000
    1652,0.00000
    1653,0.00000
    1654,0.00000
    1655,0.00000
    1656,0.00000
    1657,0.00000
    1658,0.00000
    1700,0.00000
    1701,0.00000
    1702,0.00000
    1703,0.00000
    1704,0.00000
    1705,0.00000
    1706,0.00000
    1707,0.00000
    1708,0.00000
    1709,0.00000
    1710,0.00000
    1711,0.00000
    1712,0.00000
    1713,0.00000
    1714,0.00000
    1715,0.00000
    1716,0.00000
    1717,1857.00
    1718,585.000
    1719,7260.00
    1720,12522.0
    1721,11268.0
    1722,3393.00
    1723,17762.0
    1724,23750.0
    1725,7709.00
    1726,44232.0
    1727,69348.0
    1728,6808.00
    1729,11718.0
    1730,4449.00
    1731,14845.0
    1732,4428.00
    1733,0.00000
    1734,0.00000
    1735,0.00000
    1736,0.00000
    1737,0.00000
    1738,9.00000
    1739,6313.00
    1740,16180.0
    1741,5240.00
    1742,4143.00
    1743,3530.00
    1744,14358.0
    1745,3442.00
    1746,812.000
    1747,0.00000
    1748,795.000
    1749,0.00000
    1750,0.00000
    1751,0.00000
    1752,0.00000
    1753,0.00000
    1754,0.00000
    1755,0.00000
    1756,0.00000
    1757,0.00000
    1758,0.00000
    1800,0.00000
    1801,0.00000
    1802,0.00000
    1803,0.00000
    1804,0.00000
    1805,0.00000
    1806,0.00000
    1807,0.00000
    1808,0.00000
    1809,0.00000
    1810,0.00000
    1811,0.00000
    1812,0.00000
    1813,855.000
    1814,0.00000
    1815,0.00000
    1816,0.00000
    1817,0.00000
    1818,194.000
    1819,11626.0
    1820,23731.0
    1821,12739.0
    1822,4745.00
    1823,6384.00
    1824,5003.00
    1825,18389.0
    1826,14204.0
    1827,7359.00
    1828,16541.0
    1829,28974.0
    1830,14641.0
    1831,10648.0
    1832,1511.00
    1833,0.00000
    1834,0.00000
    1835,1624.00
    1836,13598.0
    1837,10051.0
    1838,111473.
    1839,25590.0
    1840,3801.00
    1841,6458.00
    1842,2239.00
    1843,3977.00
    1844,11232.0
    1845,2922.00
    1846,6278.00
    1847,3575.00
    1848,2672.00
    1849,5650.00
    1850,0.00000
    1851,0.00000
    1852,0.00000
    1853,0.00000
    1854,0.00000
    1855,0.00000
    1856,0.00000
    1857,0.00000
    1858,0.00000
    1900,0.00000
    1901,0.00000
    1902,0.00000
    1903,0.00000
    1904,0.00000
    1905,0.00000
    1906,0.00000
    1907,0.00000
    1908,0.00000
    1909,0.00000
    1910,0.00000
    1911,0.00000
    1912,0.00000
    1913,0.00000
    1914,0.00000
    1915,0.00000
    1916,0.00000
    1917,0.00000
    1918,0.00000
    1919,1569.00
    1920,16995.0
    1921,6882.00
    1922,6175.00
    1923,8524.00
    1924,9130.00
    1925,51920.0
    1926,47292.0
    1927,12646.0
    1928,6344.00
    1929,12999.0
    1930,18553.0
    1931,4322.00
    1932,268.000
    1933,126.000
    1934,520.000
    1935,1948.00
    1936,11104.0
    1937,10044.0
    1938,94042.0
    1939,21300.0
    1940,11248.0
    1941,2098.00
    1942,6136.00
    1943,2021.00
    1944,4808.00
    1945,3953.00
    1946,76456.0
    1947,3985.00
    1948,18530.0
    1949,8267.00
    1950,3929.00
    1951,0.00000
    1952,0.00000
    1953,0.00000
    1954,0.00000
    1955,0.00000
    1956,0.00000
    1957,0.00000
    1958,0.00000
    2000,0.00000
    2001,0.00000
    2002,0.00000
    2003,0.00000
    2004,0.00000
    2005,0.00000
    2006,0.00000
    2007,0.00000
    2008,0.00000
    2009,0.00000
    2010,0.00000
    2011,0.00000
    2012,0.00000
    2013,0.00000
    2014,0.00000
    2015,0.00000
    2016,5.00000
    2017,6.00000
    2018,0.00000
    2019,2783.00
    2020,24833.0
    2021,9390.00
    2022,15761.0
    2023,44685.0
    2024,12779.0
    2025,24170.0
    2026,3063.00
    2027,35309.0
    2028,11181.0
    2029,9489.00
    2030,73157.0
    2031,27036.0
    2032,4219.00
    2033,6404.00
    2034,12772.0
    2035,5567.00
    2036,2546.00
    2037,4628.00
    2038,7929.00
    2039,3059.00
    2040,3997.00
    2041,1824.00
    2042,6659.00
    2043,4522.00
    2044,14898.0
    2045,5929.00
    2046,6781.00
    2047,4338.00
    2048,3214.00
    2049,2616.00
    2050,4998.00
    2051,3960.00
    2052,0.00000
    2053,0.00000
    2054,0.00000
    2055,0.00000
    2056,0.00000
    2057,0.00000
    2058,0.00000
    2100,0.00000
    2101,0.00000
    2102,0.00000
    2103,0.00000
    2104,0.00000
    2105,0.00000
    2106,0.00000
    2107,0.00000
    2108,0.00000
    2109,0.00000
    2110,0.00000
    2111,0.00000
    2112,0.00000
    2113,0.00000
    2114,0.00000
    2115,0.00000
    2116,0.00000
    2117,8056.00
    2118,39592.0
    2119,8237.00
    2120,10661.0
    2121,4854.00
    2122,10908.0
    2123,15563.0
    2124,6810.00
    2125,38787.0
    2126,14000.0
    2127,13662.0
    2128,33659.0
    2129,70896.0
    2130,146720.
    2131,6836.00
    2132,3653.00
    2133,9182.00
    2134,38028.0
    2135,5357.00
    2136,6291.00
    2137,11752.0
    2138,5499.00
    2139,6770.00
    2140,3857.00
    2141,3602.00
    2142,2037.00
    2143,2348.00
    2144,6027.00
    2145,2826.00
    2146,2769.00
    2147,3025.00
    2148,10628.0
    2149,2489.00
    2150,1575.00
    2151,738.000
    2152,0.00000
    2153,0.00000
    2154,0.00000
    2155,0.00000
    2156,0.00000
    2157,0.00000
    2158,0.00000
    2200,0.00000
    2201,0.00000
    2202,0.00000
    2203,0.00000
    2204,0.00000
    2205,0.00000
    2206,0.00000
    2207,0.00000
    2208,2666.00
    2209,3818.00
    2210,2389.00
    2211,862.000
    2212,1452.00
    2213,2515.00
    2214,197.000
    2215,0.00000
    2216,24.0000
    2217,12515.0
    2218,6245.00
    2219,5059.00
    2220,12896.0
    2221,4967.00
    2222,20638.0
    2223,23346.0
    2224,61962.0
    2225,62507.0
    2226,51542.0
    2227,34128.0
    2228,11273.0
    2229,12661.0
    2230,8489.00
    2231,4325.00
    2232,7403.00
    2233,5003.00
    2234,9348.00
    2235,5839.00
    2236,9445.00
    2237,6431.00
    2238,3994.00
    2239,25059.0
    2240,2972.00
    2241,16691.0
    2242,6777.00
    2243,3060.00
    2244,2707.00
    2245,4495.00
    2246,2932.00
    2247,1777.00
    2248,4394.00
    2249,3235.00
    2250,8881.00
    2251,1036.00
    2252,0.00000
    2253,0.00000
    2254,0.00000
    2255,0.00000
    2256,0.00000
    2257,0.00000
    2258,0.00000
    2300,0.00000
    2301,0.00000
    2302,0.00000
    2303,0.00000
    2304,0.00000
    2305,0.00000
    2306,59.0000
    2307,649.000
    2308,2440.00
    2309,14620.0
    2310,6786.00
    2311,9577.00
    2312,5955.00
    2313,5106.00
    2314,1622.00
    2315,141.000
    2316,502.000
    2317,23313.0
    2318,7552.00
    2319,7493.00
    2320,7781.00
    2321,15182.0
    2322,27680.0
    2323,11458.0
    2324,92659.0
    2325,230853.
    2326,377465.
    2327,97712.0
    2328,24648.0
    2329,9708.00
    2330,27757.0
    2331,3219.00
    2332,7624.00
    2333,4982.00
    2334,75208.0
    2335,6248.00
    2336,2198.00
    2337,4431.00
    2338,1927.00
    2339,2386.00
    2340,3129.00
    2341,2484.00
    2342,2829.00
    2343,9096.00
    2344,3255.00
    2345,9345.00
    2346,3303.00
    2347,7520.00
    2348,1740.00
    2349,4939.00
    2350,17020.0
    2351,1324.00
    2352,0.00000
    2353,0.00000
    2354,0.00000
    2355,0.00000
    2356,0.00000
    2357,0.00000
    2358,0.00000
    2400,0.00000
    2401,0.00000
    2402,0.00000
    2403,0.00000
    2404,0.00000
    2405,261.000
    2406,5255.00
    2407,0.00000
    2408,1691.00
    2409,30491.0
    2410,21070.0
    2411,10213.0
    2412,20564.0
    2413,31758.0
    2414,105726.
    2415,2888.00
    2416,7384.00
    2417,124407.
    2418,8791.00
    2419,5223.00
    2420,5701.00
    2421,11235.0
    2422,39609.0
    2423,22656.0
    2424,78718.0
    2425,448363.
    2426,504209.
    2427,145926.
    2428,19549.0
    2429,8050.00
    2430,7798.00
    2431,5577.00
    2432,6004.00
    2433,5474.00
    2434,36315.0
    2435,11766.0
    2436,7474.00
    2437,2530.00
    2438,6316.00
    2439,1729.00
    2440,1512.00
    2441,4035.00
    2442,11802.0
    2443,3650.00
    2444,7785.00
    2445,80250.0
    2446,4809.00
    2447,2861.00
    2448,3395.00
    2449,7300.00
    2450,10064.0
    2451,1171.00
    2452,3.00000
    2453,0.00000
    2454,0.00000
    2455,0.00000
    2456,0.00000
    2457,0.00000
    2458,0.00000
    2500,0.00000
    2501,0.00000
    2502,0.00000
    2503,0.00000
    2504,0.00000
    2505,0.00000
    2506,0.00000
    2507,0.00000
    2508,13349.0
    2509,10140.0
    2510,39635.0
    2511,31601.0
    2512,14837.0
    2513,18792.0
    2514,14501.0
    2515,1083.00
    2516,24759.0
    2517,17830.0
    2518,17604.0
    2519,5034.00
    2520,14937.0
    2521,8445.00
    2522,9415.00
    2523,26683.0
    2524,71643.0
    2525,158631.
    2526,66797.0
    2527,77915.0
    2528,45045.0
    2529,11827.0
    2530,1818.00
    2531,2947.00
    2532,4307.00
    2533,17625.0
    2534,3682.00
    2535,2657.00
    2536,6156.00
    2537,21271.0
    2538,8392.00
    2539,6326.00
    2540,8947.00
    2541,2181.00
    2542,429.000
    2543,1188.00
    2544,3031.00
    2545,9400.00
    2546,2937.00
    2547,4211.00
    2548,1954.00
    2549,4488.00
    2550,3265.00
    2551,6606.00
    2552,777.000
    2553,0.00000
    2554,0.00000
    2555,0.00000
    2556,0.00000
    2557,0.00000
    2558,0.00000
    2600,0.00000
    2601,0.00000
    2602,0.00000
    2603,0.00000
    2604,0.00000
    2605,0.00000
    2606,0.00000
    2607,0.00000
    2608,4762.00
    2609,39106.0
    2610,13720.0
    2611,19963.0
    2612,12180.0
    2613,8394.00
    2614,21205.0
    2615,9232.00
    2616,20352.0
    2617,7029.00
    2618,10826.0
    2619,7170.00
    2620,7153.00
    2621,9735.00
    2622,9018.00
    2623,5944.00
    2624,15754.0
    2625,54824.0
    2626,27806.0
    2627,38812.0
    2628,17054.0
    2629,22502.0
    2630,11275.0
    2631,3318.00
    2632,4724.00
    2633,3491.00
    2634,4097.00
    2635,18581.0
    2636,2809.00
    2637,3288.00
    2638,1260.00
    2639,3778.00
    2640,1925.00
    2641,5905.00
    2642,2017.00
    2643,1154.00
    2644,22462.0
    2645,1273.00
    2646,3462.00
    2647,2402.00
    2648,2428.00
    2649,18783.0
    2650,2712.00
    2651,2050.00
    2652,898.000
    2653,0.00000
    2654,0.00000
    2655,0.00000
    2656,0.00000
    2657,0.00000
    2658,0.00000
    2700,0.00000
    2701,0.00000
    2702,0.00000
    2703,0.00000
    2704,0.00000
    2705,0.00000
    2706,0.00000
    2707,0.00000
    2708,0.00000
    2709,2165.00
    2710,38777.0
    2711,17914.0
    2712,17796.0
    2713,17790.0
    2714,11122.0
    2715,24291.0
    2716,12050.0
    2717,36801.0
    2718,35016.0
    2719,12102.0
    2720,8282.00
    2721,11949.0
    2722,4448.00
    2723,14349.0
    2724,25183.0
    2725,12469.0
    2726,12387.0
    2727,15823.0
    2728,103053.
    2729,13186.0
    2730,7266.00
    2731,3478.00
    2732,2990.00
    2733,3058.00
    2734,3669.00
    2735,10922.0
    2736,2855.00
    2737,2184.00
    2738,3834.00
    2739,2075.00
    2740,3211.00
    2741,2049.00
    2742,2721.00
    2743,6130.00
    2744,1046.00
    2745,2564.00
    2746,978.000
    2747,2435.00
    2748,1806.00
    2749,2601.00
    2750,2986.00
    2751,2966.00
    2752,2764.00
    2753,0.00000
    2754,0.00000
    2755,0.00000
    2756,0.00000
    2757,0.00000
    2758,0.00000
    2800,0.00000
    2801,0.00000
    2802,0.00000
    2803,0.00000
    2804,0.00000
    2805,0.00000
    2806,0.00000
    2807,0.00000
    2808,0.00000
    2809,13242.0
    2810,25288.0
    2811,25528.0
    2812,21298.0
    2813,16926.0
    2814,36216.0
    2815,157172.
    2816,16111.0
    2817,75554.0
    2818,92259.0
    2819,56376.0
    2820,15222.0
    2821,13273.0
    2822,28076.0
    2823,5835.00
    2824,16369.0
    2825,1111.00
    2826,6000.00
    2827,8017.00
    2828,12983.0
    2829,6700.00
    2830,6968.00
    2831,2621.00
    2832,8648.00
    2833,5468.00
    2834,1899.00
    2835,1745.00
    2836,6420.00
    2837,2109.00
    2838,2759.00
    2839,6050.00
    2840,8366.00
    2841,4803.00
    2842,1914.00
    2843,5654.00
    2844,4599.00
    2845,2168.00
    2846,4805.00
    2847,11469.0
    2848,1870.00
    2849,2312.00
    2850,3120.00
    2851,2013.00
    2852,472.000
    2853,0.00000
    2854,0.00000
    2855,0.00000
    2856,0.00000
    2857,0.00000
    2858,0.00000
    2900,0.00000
    2901,0.00000
    2902,0.00000
    2903,0.00000
    2904,0.00000
    2905,0.00000
    2906,0.00000
    2907,0.00000
    2908,0.00000
    2909,5193.00
    2910,41594.0
    2911,6575.00
    2912,7877.00
    2913,20257.0
    2914,6650.00
    2915,22677.0
    2916,7876.00
    2917,94516.0
    2918,217440.
    2919,201199.
    2920,45540.0
    2921,6966.00
    2922,5887.00
    2923,7330.00
    2924,8859.00
    2925,4381.00
    2926,7810.00
    2927,2905.00
    2928,7645.00
    2929,18651.0
    2930,3018.00
    2931,2157.00
    2932,8775.00
    2933,1525.00
    2934,4081.00
    2935,1698.00
    2936,15254.0
    2937,13108.0
    2938,2524.00
    2939,2157.00
    2940,2448.00
    2941,1016.00
    2942,1011.00
    2943,3999.00
    2944,6758.00
    2945,5292.00
    2946,1834.00
    2947,1078.00
    2948,1863.00
    2949,4971.00
    2950,10778.0
    2951,32349.0
    2952,3.00000
    2953,0.00000
    2954,0.00000
    2955,0.00000
    2956,0.00000
    2957,0.00000
    2958,0.00000
    3000,0.00000
    3001,0.00000
    3002,0.00000
    3003,0.00000
    3004,0.00000
    3005,0.00000
    3006,0.00000
    3007,0.00000
    3008,11.0000
    3009,6308.00
    3010,8055.00
    3011,13833.0
    3012,6224.00
    3013,6626.00
    3014,14306.0
    3015,11445.0
    3016,15413.0
    3017,10429.0
    3018,34379.0
    3019,33645.0
    3020,13384.0
    3021,34431.0
    3022,4600.00
    3023,14747.0
    3024,8433.00
    3025,21721.0
    3026,12872.0
    3027,3811.00
    3028,6368.00
    3029,34833.0
    3030,6097.00
    3031,3248.00
    3032,13369.0
    3033,6312.00
    3034,1133.00
    3035,1962.00
    3036,4674.00
    3037,4335.00
    3038,3431.00
    3039,2500.00
    3040,11293.0
    3041,1780.00
    3042,34161.0
    3043,9691.00
    3044,3831.00
    3045,6236.00
    3046,6889.00
    3047,2778.00
    3048,5799.00
    3049,2497.00
    3050,3591.00
    3051,126.000
    3052,0.00000
    3053,0.00000
    3054,0.00000
    3055,0.00000
    3056,0.00000
    3057,0.00000
    3058,0.00000
    3100,0.00000
    3101,0.00000
    3102,0.00000
    3103,0.00000
    3104,0.00000
    3105,0.00000
    3106,0.00000
    3107,0.00000
    3108,7043.00
    3109,11947.0
    3110,6152.00
    3111,10477.0
    3112,17316.0
    3113,11565.0
    3114,43981.0
    3115,12366.0
    3116,14761.0
    3117,9631.00
    3118,10381.0
    3119,10582.0
    3120,12720.0
    3121,14659.0
    3122,6962.00
    3123,24733.0
    3124,11943.0
    3125,11021.0
    3126,10008.0
    3127,3811.00
    3128,2535.00
    3129,3904.00
    3130,6386.00
    3131,4653.00
    3132,15278.0
    3133,12291.0
    3134,3612.00
    3135,3038.00
    3136,7019.00
    3137,2750.00
    3138,6495.00
    3139,2203.00
    3140,7123.00
    3141,2908.00
    3142,6945.00
    3143,2925.00
    3144,4462.00
    3145,6588.00
    3146,4862.00
    3147,2713.00
    3148,47643.0
    3149,16114.0
    3150,6878.00
    3151,203.000
    3152,0.00000
    3153,0.00000
    3154,0.00000
    3155,0.00000
    3156,0.00000
    3157,0.00000
    3158,0.00000
    3200,0.00000
    3201,0.00000
    3202,0.00000
    3203,0.00000
    3204,0.00000
    3205,0.00000
    3206,0.00000
    3207,0.00000
    3208,2832.00
    3209,29892.0
    3210,5541.00
    3211,8201.00
    3212,11989.0
    3213,14365.0
    3214,5992.00
    3215,32949.0
    3216,10345.0
    3217,9165.00
    3218,6517.00
    3219,5411.00
    3220,7108.00
    3221,8926.00
    3222,2554.00
    3223,9498.00
    3224,681.000
    3225,6682.00
    3226,3562.00
    3227,5033.00
    3228,1550.00
